10000,64,311.01,27030,71.88
10000,64,349.21,30149,74.78
10000,64,309.55,26908,71.40
10000,64,308.96,26810,70.25
10000,64,346.96,29966,72.35
10000,64,319.04,27635,72.72
10000,64,303.70,26298,69.70
10000,64,337.67,29147,75.72
10000,64,344.00,29693,74.58
10000,64,347.25,29974,71.27
10000,128,325.68,28029,44.60
10000,128,346.80,29828,46.97
10000,128,346.07,29742,47.98
10000,128,309.62,26699,45.18
10000,128,310.15,26767,45.35
10000,128,319.04,27497,45.89
10000,128,312.71,27016,45.33
10000,128,348.64,29966,48.40
10000,128,347.05,29842,48.11
10000,128,337.31,28998,46.40
10000,256,319.27,27389,31.90
10000,256,321.97,27570,31.98
10000,256,333.11,28485,32.02
10000,256,353.88,30192,32.43
10000,256,325.30,27834,31.42
10000,256,320.12,27454,31.58
10000,256,319.12,27326,31.37
10000,256,328.85,28169,32.05
10000,256,349.00,29866,33.15
10000,256,354.62,30321,33.23
10000,512,373.27,31629,24.90
10000,512,362.31,30707,24.66
10000,512,362.31,30725,24.70
10000,512,372.62,31585,24.73
10000,512,370.82,31455,24.90
10000,512,359.04,30484,24.88
10000,512,363.39,30844,24.97
10000,512,354.90,30094,24.52
10000,512,359.81,30478,24.45
10000,512,350.91,29750,24.45
10000,1024,394.09,33349,20.83
10000,1024,388.06,32842,20.68
10000,1024,409.24,34650,21.43
10000,1024,424.09,35920,21.92
10000,1024,421.65,35712,21.83
10000,1024,378.47,32020,20.67
10000,1024,411.82,34855,21.20
10000,1024,412.89,34954,21.45
10000,1024,418.72,35440,21.33
10000,1024,416.17,35247,21.67
20000,64,380.16,34383,85.52
20000,64,386.58,34701,85.62
20000,64,421.05,37816,87.63
20000,64,417.70,37680,86.92
20000,64,389.19,35239,84.97
20000,64,416.78,37617,86.33
20000,64,404.32,36407,88.12
20000,64,389.44,34984,87.22
20000,64,412.75,36878,89.03
20000,64,395.86,35503,85.02
20000,128,404.47,36047,61.15
20000,128,401.10,35786,60.56
20000,128,428.38,38177,64.33
20000,128,399.84,35584,59.73
20000,128,407.81,36133,60.70
20000,128,436.95,38591,64.37
20000,128,408.74,36403,60.27
20000,128,397.38,35441,61.36
20000,128,384.93,34016,78.78
20000,128,442.48,39115,63.45
20000,256,441.74,38908,45.10
20000,256,426.57,37467,44.27
20000,256,441.83,38784,44.80
20000,256,434.82,38215,45.00
20000,256,441.51,38885,44.13
20000,256,438.33,38602,44.90
20000,256,441.27,38962,46.05
20000,256,443.00,39022,45.82
20000,256,460.85,40270,45.87
20000,256,431.40,37902,45.05
20000,512,539.63,46320,36.62
20000,512,561.00,48202,37.17
20000,512,527.83,45530,37.68
20000,512,536.06,46127,37.25
20000,512,529.80,45639,37.28
20000,512,522.71,44910,36.15
20000,512,518.90,44464,35.02
20000,512,539.53,46212,35.98
20000,512,537.13,46094,36.40
20000,512,556.79,47858,37.47
20000,1024,716.17,60751,32.62
20000,1024,709.46,60177,32.25
20000,1024,704.57,59747,31.95
20000,1024,678.40,57561,32.02
20000,1024,686.68,58235,31.82
20000,1024,705.93,59891,32.33
20000,1024,701.78,59542,32.65
20000,1024,676.71,57432,32.18
20000,1024,695.90,59087,32.80
20000,1024,695.32,59096,33.58
30000,64,431.23,40417,97.23
30000,64,425.23,39652,95.92
30000,64,423.51,39897,95.93
30000,64,461.58,43462,98.45
30000,64,453.93,42119,97.22
30000,64,433.39,41155,95.43
30000,64,407.64,38935,95.95
30000,64,444.77,41406,99.00
30000,64,413.63,38924,97.55
30000,64,422.27,39571,95.97
30000,128,522.36,47030,76.15
30000,128,479.84,43560,74.65
